0.0028517,0.0041998
0.87534,0.31748
7.6077,7.8536
0.0054719,0.0061352
0.061085,0.06333
0.0050625,0.0065791
0.081806,0.19072
0.0026676,0.0011794
0.0038137,0.00693
8.7776,2.7871
0.0078127,0.0034076
0.024981,0.05518
0.081869,0.093722
0.00411,0.0059658
0.17427,3.1275
7.9765,9.1074
0.048569,0.031493
0.0047995,0.0099659
0.070268,0.42031
3.197,3.9581
0.018082,0.049411
0.78705,0.25865
0.0025136,0.0088265
7.6271,1.7065
0.0077454,0.0036527
0.0039366,0.0052515
0.88552,0.94147
9.5348,9.6601
8.9713,0.91131
3.8667,6.5402
0.0022546,0.0088575
0.00084444,0.0063811
0.097017,0.058697
0.0031902,0.00021331
7.5478,0.061415
0.078897,0.88184
0.0090554,0.080368
7.9917,9.2783
0.13257,2.468
0.070735,0.059893
0.96816,0.18739
0.058328,0.071237
0.21065,0.33953
6.9165,0.28631
3.9051,4.331
0.16224,0.63537
0.57357,3.8311
0.24627,0.47847
0.0019336,0.0068959
0.015103,0.079172
0.056763,0.041027
0.023584,0.0069384
0.0099486,0.0051222
0.024916,0.21246
6.8375,0.98413
0.89915,7.0397
0.045198,0.048529
0.0095312,0.0039988
0.014473,0.040675
0.0045489,0.00054482
0.1279,4.6728
5.1445,5.2239
2.7772,4.4223
8.1687,4.5678
0.0057544,0.00025891
2.7814,4.9841
0.0072102,0.0001071
0.0081152,0.099694
0.0047782,0.0096287
0.0006883,0.0068944
0.042737,0.098002
0.0011931,0.0020839
3.4837,5.0987
0.59766,0.98233
4.2155,0.75507
0.003004,0.0068767
2.2022,7.2484
0.088729,0.099573
0.64714,0.049129
0.0051556,0.0093221
0.048502,0.082866
0.0034456,0.003144
0.001848,0.0047928
0.0010482,0.0079128
0.072475,0.0036825
0.33343,0.70674
7.0657e-05,0.0032995
0.92714,0.29946
6.2446,7.2215
0.087992,0.054762
0.352,0.22122
0.051958,0.71078
0.77899,0.014906
0.082129,0.021812
0.31859,0.69914
0.0077429,0.00072595
0.93621,0.20276
0.00033046,0.054106
5.565,5.3923
0.0076741,0.0043023
3.711,3.7038
0.40159,0.97473
0.054556,0.082838
0.078144,0.03503
0.23231,0.93475
7.1438,3.6922
0.53024,9.0407
0.10704,0.11835
0.0069799,0.005345
0.0012286,0.0086602
0.061246,0.098482
0.022483,0.078009
5.6528,9.5823
0.069076,0.055501
7.5782,3.7914
9.099,0.85054
0.76627,0.17869
0.052709,0.076642
0.0056645,0.0064025
0.0058583,0.0071165
0.0034007,0.00566
0.0014348,0.008822
9.1081,1.5064
0.045196,0.026108
0.001275,0.00084832
1.7692,0.018293
5.9037,2.6774
9.0148,1.2803
1.0322,2.3229
6.2552,4.3258
0.0067796,0.0060069
0.007321,0.04791
0.052125,0.016546
0.52118,8.0523
7.4754,1.4942
8.4567,9.5059
0.0058878,0.00018984
0.016282,0.020392
0.0051565,0.0080507
0.75282,0.69417
0.0064165,0.0026188
0.086518,0.070078
0.0088664,0.0046645
0.67999,0.89356
0.055785,0.51117
2.5481,4.8354
0.014945,0.081023
0.0098934,0.0059476
8.1237,9.1327
0.84389,7.4774
0.017517,0.054394
0.0643,0.019058
5.6905,7.5774
0.051585,0.05313
0.0089085,0.0080274
0.008675,0.0089816
0.00029658,0.0069137
0.14394,0.46262
0.1109,0.011748
1.972,1.502
0.074524,0.031195
0.094524,0.078485
0.016979,0.031513
0.018777,0.034006
0.72064,0.59995
2.3131,9.5921
0.0036024,0.0071022
0.0066063,0.90604
0.069945,0.51419
0.049571,0.098305
0.30251,2.2468
0.0053529,0.0043694
0.0422,0.048534
0.0093528,0.0091205
0.0010383,0.0095896
0.031165,0.010234
5.8515,1.3151
0.0056613,0.018008
0.0087177,0.0030913
0.057854,0.083054
0.0011366,0.0014749
0.090588,0.080995
0.3987,8.358
0.662,0.63059
0.075751,0.051436
0.0024832,0.074865
0.011565,0.036717
0.28989,0.80948
2.0587,0.87385
6.1669,3.1878
0.61162,0.54344
0.0011086,0.0070349
6.814,1.2596
3.9371,2.0658
0.0035384,0.0050301
5.8866,6.3416
0.090168,0.0081475
0.052427,0.06825
0.99684,0.75525
4.7906,9.2035
5.4382,8.9802
0.49156,0.74473
0.012376,0.0077392
0.54751,0.36341
0.028108,0.09282
0.081792,0.89503
3.8199,7.8936
0.15457,0.89184
7.5712,2.6316
0.009873,0.0030422
0.046166,0.026825
0.0055253,0.00020583
0.0057694,0.0013993
0.72941,0.26436
0.0059778,0.0030875
0.031889,0.069543
0.0034643,0.0035197
0.0044149,0.0013537
0.82074,9.354
0.05523,0.035227
0.00038058,0.001386
4.0964,6.102
0.0056961,0.0019417
2.0326,3.5449
0.0064811,0.00064316
0.91604,0.90997
9.5946,6.0848
0.0032506,0.0075504
0.066755,0.049738
0.042766,0.032471
0.079231,0.044387
0.0041936,0.0037004
0.002109,0.0013052
0.064691,0.070474
7.1591,0.11317
0.0011116,0.0058515
9.7359,4.2179
0.16381,0.29596
7.5376,1.3442
0.0013286,0.0093727
4.3854,2.3375
0.042412,0.024259
0.0049127,0.0041101
0.46974,0.12748
0.0054674,0.0050287
0.40341,0.89775
0.97551,0.66368
2.8969,1.4428
5.7426,4.6469
0.9245,0.96637
0.0026129,0.0044538
0.099168,0.014128
6.6888,9.1195
0.066803,0.071219
0.5108,0.75796
0.056156,0.036645
0.0051646,0.006466
0.00061674,0.0031176
0.22821,0.43211
0.22727,0.25024
0.005563,0.0071804
2.4658,5.8529
0.052276,0.08925
0.0020611,0.0075896
0.669,0.07147
0.51576,9.7087
0.39066,0.44646
0.0036117,0.000518
0.079083,0.030326
8.7618,6.3091
0.0012233,0.0081517
0.37511,0.41805
0.092525,0.54214
0.0071867,0.0080598
0.0069978,0.0033218
0.59104,0.89992
0.056412,0.028059
0.0099923,0.0059961
0.0085082,0.059597
9.6542,5.0747
0.74247,6.0148
0.0071145,0.027561
7.4964,4.6306
0.0017382,0.0090975
0.0069332,0.075008
5.711,7.8884
0.82828,0.54832
0.0054092,0.01098
8.4461,2.2207
0.0045414,0.00072019
6.4439e-05,0.0023477
0.043977,0.077695
0.48732,0.90977
0.27569,0.27862
0.4415,0.0091945
0.0084317,0.028177
0.0018005,0.0012366
0.0086589,0.0095246
0.082643,0.019765
0.035067,0.053793
0.75924,0.3958
0.49458,0.67856
0.32849,0.91765
0.020068,0.087564
7.7515,9.5234
5.0599,6.8169
0.0044575,0.0022083
7.4527,7.2802
0.50653,0.96462
2.4889,7.9324
0.0053736,0.00010995
0.014731,0.043309
8.7385,6.9261
0.7581,0.36533
0.071116,0.057681
2.8926,2.9694
